task_id,epic_id,epic_name,title,goal,priority,dependencies,inputs,outputs,subtasks,acceptance_criteria
E14-T07,E14,"Volatility, liquidity and trend features",Реализовать Amihud and turnover proxies,"Реализовать завершенный LEGO-компонент в эпике ""Volatility, liquidity and trend features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E14-T06,config files; repository state; outputs of previous epics,artifact for реализовать amihud and turnover proxies,"Уточнить границы и инварианты для задачи ""Реализовать Amihud and turnover proxies"" | Реализовать основной функциональный путь для задачи ""Реализовать Amihud and turnover proxies"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать Amihud and turnover proxies"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E14-T08,E14,"Volatility, liquidity and trend features",Реализовать moving-average distance features,"Реализовать завершенный LEGO-компонент в эпике ""Volatility, liquidity and trend features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E14-T07,config files; repository state; outputs of previous epics,artifact for реализовать moving-average distance features,"Уточнить границы и инварианты для задачи ""Реализовать moving-average distance features"" | Реализовать основной функциональный путь для задачи ""Реализовать moving-average distance features"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать moving-average distance features"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E14-T09,E14,"Volatility, liquidity and trend features",Реализовать breakout and distance-to-high-low features,"Реализовать завершенный LEGO-компонент в эпике ""Volatility, liquidity and trend features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E14-T08,config files; repository state; outputs of previous epics,artifact for реализовать breakout and distance-to-high-low features,"Уточнить границы и инварианты для задачи ""Реализовать breakout and distance-to-high-low features"" | Реализовать основной функциональный путь для задачи ""Реализовать breakout and distance-to-high-low features"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать breakout and distance-to-high-low features"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E14-T10,E14,"Volatility, liquidity and trend features",Зарегистрировать vol/liquidity/trend families в registry,"Реализовать завершенный LEGO-компонент в эпике ""Volatility, liquidity and trend features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E14-T09,config files; repository state; outputs of previous epics,artifact for зарегистрировать vol/liquidity/trend families в registry,"Уточнить границы и инварианты для задачи ""Зарегистрировать vol/liquidity/trend families в registry"" | Реализовать основной функциональный путь для задачи ""Зарегистрировать vol/liquidity/trend families в registry"" | Добавить логирование, артефакты и manifests для задачи ""Зарегистрировать vol/liquidity/trend families в registry"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T01,E15,Fundamental and staleness features,Реализовать valuation features,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E14-T10,config files; repository state; outputs of previous epics,artifact for реализовать valuation features,"Уточнить границы и инварианты для задачи ""Реализовать valuation features"" | Реализовать основной функциональный путь для задачи ""Реализовать valuation features"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать valuation features"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T02,E15,Fundamental and staleness features,Реализовать quality features,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T01; E14-T10,config files; repository state; outputs of previous epics,artifact for реализовать quality features,"Уточнить границы и инварианты для задачи ""Реализовать quality features"" | Реализовать основной функциональный путь для задачи ""Реализовать quality features"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать quality features"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T03,E15,Fundamental and staleness features,Реализовать growth features,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T02; E14-T10,config files; repository state; outputs of previous epics,artifact for реализовать growth features,"Уточнить границы и инварианты для задачи ""Реализовать growth features"" | Реализовать основной функциональный путь для задачи ""Реализовать growth features"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать growth features"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T04,E15,Fundamental and staleness features,Реализовать leverage features,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T03,config files; repository state; outputs of previous epics,artifact for реализовать leverage features,"Уточнить границы и инварианты для задачи ""Реализовать leverage features"" | Реализовать основной функциональный путь для задачи ""Реализовать leverage features"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать leverage features"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T05,E15,Fundamental and staleness features,Реализовать solvency and liquidity ratios,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T04,config files; repository state; outputs of previous epics,artifact for реализовать solvency and liquidity ratios,"Уточнить границы и инварианты для задачи ""Реализовать solvency and liquidity ratios"" | Реализовать основной функциональный путь для задачи ""Реализовать solvency and liquidity ratios"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать solvency and liquidity ratios"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T06,E15,Fundamental and staleness features,Реализовать days-since-last-filing feature,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T05,config files; repository state; outputs of previous epics,artifact for реализовать days-since-last-filing feature,"Уточнить границы и инварианты для задачи ""Реализовать days-since-last-filing feature"" | Реализовать основной функциональный путь для задачи ""Реализовать days-since-last-filing feature"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать days-since-last-filing feature"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T07,E15,Fundamental and staleness features,Реализовать staleness threshold flags,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T06,config files; repository state; outputs of previous epics,artifact for реализовать staleness threshold flags,"Уточнить границы и инварианты для задачи ""Реализовать staleness threshold flags"" | Реализовать основной функциональный путь для задачи ""Реализовать staleness threshold flags"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать staleness threshold flags"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T08,E15,Fundamental and staleness features,Реализовать missingness flags for key metrics,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T07,config files; repository state; outputs of previous epics,artifact for реализовать missingness flags for key metrics,"Уточнить границы и инварианты для задачи ""Реализовать missingness flags for key metrics"" | Реализовать основной функциональный путь для задачи ""Реализовать missingness flags for key metrics"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать missingness flags for key metrics"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T09,E15,Fundamental and staleness features,Реализовать fundamental interaction features,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T08,config files; repository state; outputs of previous epics,artifact for реализовать fundamental interaction features,"Уточнить границы и инварианты для задачи ""Реализовать fundamental interaction features"" | Реализовать основной функциональный путь для задачи ""Реализовать fundamental interaction features"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать fundamental interaction features"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E15-T10,E15,Fundamental and staleness features,Зарегистрировать fundamentals family в registry,"Реализовать завершенный LEGO-компонент в эпике ""Fundamental and staleness features"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T09,config files; repository state; outputs of previous epics,artifact for зарегистрировать fundamentals family в registry,"Уточнить границы и инварианты для задачи ""Зарегистрировать fundamentals family в registry"" | Реализовать основной функциональный путь для задачи ""Зарегистрировать fundamentals family в registry"" | Добавить логирование, артефакты и manifests для задачи ""Зарегистрировать fundamentals family в registry"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T01,E16,Preprocessing and neutralization,Реализовать lag application layer,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E15-T10,config files; repository state; outputs of previous epics,artifact for реализовать lag application layer,"Уточнить границы и инварианты для задачи ""Реализовать lag application layer"" | Реализовать основной функциональный путь для задачи ""Реализовать lag application layer"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать lag application layer"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T02,E16,Preprocessing and neutralization,Реализовать invalid masking layer,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T01; E15-T10,config files; repository state; outputs of previous epics,artifact for реализовать invalid masking layer,"Уточнить границы и инварианты для задачи ""Реализовать invalid masking layer"" | Реализовать основной функциональный путь для задачи ""Реализовать invalid masking layer"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать invalid masking layer"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T03,E16,Preprocessing and neutralization,Реализовать winsorizer,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T02; E15-T10,config files; repository state; outputs of previous epics,artifact for реализовать winsorizer,"Уточнить границы и инварианты для задачи ""Реализовать winsorizer"" | Реализовать основной функциональный путь для задачи ""Реализовать winsorizer"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать winsorizer"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T04,E16,Preprocessing and neutralization,Реализовать z-score scaler by date,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T03,config files; repository state; outputs of previous epics,artifact for реализовать z-score scaler by date,"Уточнить границы и инварианты для задачи ""Реализовать z-score scaler by date"" | Реализовать основной функциональный путь для задачи ""Реализовать z-score scaler by date"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать z-score scaler by date"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T05,E16,Preprocessing and neutralization,Реализовать robust z-score scaler by date,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T04,config files; repository state; outputs of previous epics,artifact for реализовать robust z-score scaler by date,"Уточнить границы и инварианты для задачи ""Реализовать robust z-score scaler by date"" | Реализовать основной функциональный путь для задачи ""Реализовать robust z-score scaler by date"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать robust z-score scaler by date"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T06,E16,Preprocessing and neutralization,Реализовать percentile-rank normalization,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T05,config files; repository state; outputs of previous epics,artifact for реализовать percentile-rank normalization,"Уточнить границы и инварианты для задачи ""Реализовать percentile-rank normalization"" | Реализовать основной функциональный путь для задачи ""Реализовать percentile-rank normalization"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать percentile-rank normalization"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T07,E16,Preprocessing and neutralization,Реализовать sector neutralization,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T06,config files; repository state; outputs of previous epics,artifact for реализовать sector neutralization,"Уточнить границы и инварианты для задачи ""Реализовать sector neutralization"" | Реализовать основной функциональный путь для задачи ""Реализовать sector neutralization"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать sector neutralization"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T08,E16,Preprocessing and neutralization,Реализовать beta neutralization,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T07,config files; repository state; outputs of previous epics,artifact for реализовать beta neutralization,"Уточнить границы и инварианты для задачи ""Реализовать beta neutralization"" | Реализовать основной функциональный путь для задачи ""Реализовать beta neutralization"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать beta neutralization"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T09,E16,Preprocessing and neutralization,Реализовать fold-safe fit/apply API,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T08,config files; repository state; outputs of previous epics,artifact for реализовать fold-safe fit/apply api,"Уточнить границы и инварианты для задачи ""Реализовать fold-safe fit/apply API"" | Реализовать основной функциональный путь для задачи ""Реализовать fold-safe fit/apply API"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать fold-safe fit/apply API"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E16-T10,E16,Preprocessing and neutralization,Подготовить preprocessing diagnostics report,"Реализовать завершенный LEGO-компонент в эпике ""Preprocessing and neutralization"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T09,config files; repository state; outputs of previous epics,artifact for подготовить preprocessing diagnostics report,"Уточнить границы и инварианты для задачи ""Подготовить preprocessing diagnostics report"" | Реализовать основной функциональный путь для задачи ""Подготовить preprocessing diagnostics report"" | Добавить логирование, артефакты и manifests для задачи ""Подготовить preprocessing diagnostics report"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T01,E17,Dataset assembly and manifests,Собрать silver market layer,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E16-T10,config files; repository state; outputs of previous epics,artifact for собрать silver market layer,"Уточнить границы и инварианты для задачи ""Собрать silver market layer"" | Реализовать основной функциональный путь для задачи ""Собрать silver market layer"" | Добавить логирование, артефакты и manifests для задачи ""Собрать silver market layer"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T02,E17,Dataset assembly and manifests,Собрать silver fundamentals PIT layer,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T01; E16-T10,config files; repository state; outputs of previous epics,artifact for собрать silver fundamentals pit layer,"Уточнить границы и инварианты для задачи ""Собрать silver fundamentals PIT layer"" | Реализовать основной функциональный путь для задачи ""Собрать silver fundamentals PIT layer"" | Добавить логирование, артефакты и manifests для задачи ""Собрать silver fundamentals PIT layer"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T03,E17,Dataset assembly and manifests,Собрать universe snapshot layer,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T02; E16-T10,config files; repository state; outputs of previous epics,artifact for собрать universe snapshot layer,"Уточнить границы и инварианты для задачи ""Собрать universe snapshot layer"" | Реализовать основной функциональный путь для задачи ""Собрать universe snapshot layer"" | Добавить логирование, артефакты и manifests для задачи ""Собрать universe snapshot layer"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T04,E17,Dataset assembly and manifests,Собрать raw feature layer,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T03,config files; repository state; outputs of previous epics,artifact for собрать raw feature layer,"Уточнить границы и инварианты для задачи ""Собрать raw feature layer"" | Реализовать основной функциональный путь для задачи ""Собрать raw feature layer"" | Добавить логирование, артефакты и manifests для задачи ""Собрать raw feature layer"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T05,E17,Dataset assembly and manifests,Собрать processed feature layer,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T04,config files; repository state; outputs of previous epics,artifact for собрать processed feature layer,"Уточнить границы и инварианты для задачи ""Собрать processed feature layer"" | Реализовать основной функциональный путь для задачи ""Собрать processed feature layer"" | Добавить логирование, артефакты и manifests для задачи ""Собрать processed feature layer"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T06,E17,Dataset assembly and manifests,Присоединить labels к feature panel,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T05,config files; repository state; outputs of previous epics,artifact for присоединить labels к feature panel,"Уточнить границы и инварианты для задачи ""Присоединить labels к feature panel"" | Реализовать основной функциональный путь для задачи ""Присоединить labels к feature panel"" | Добавить логирование, артефакты и manifests для задачи ""Присоединить labels к feature panel"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T07,E17,Dataset assembly and manifests,Считать row-level diagnostics,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T06,config files; repository state; outputs of previous epics,artifact for считать row-level diagnostics,"Уточнить границы и инварианты для задачи ""Считать row-level diagnostics"" | Реализовать основной функциональный путь для задачи ""Считать row-level diagnostics"" | Добавить логирование, артефакты и manifests для задачи ""Считать row-level diagnostics"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T08,E17,Dataset assembly and manifests,Сохранить gold model panel,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T07,config files; repository state; outputs of previous epics,artifact for сохранить gold model panel,"Уточнить границы и инварианты для задачи ""Сохранить gold model panel"" | Реализовать основной функциональный путь для задачи ""Сохранить gold model panel"" | Добавить логирование, артефакты и manifests для задачи ""Сохранить gold model panel"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T09,E17,Dataset assembly and manifests,Сгенерировать dataset manifest,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T08,config files; repository state; outputs of previous epics,artifact for сгенерировать dataset manifest,"Уточнить границы и инварианты для задачи ""Сгенерировать dataset manifest"" | Реализовать основной функциональный путь для задачи ""Сгенерировать dataset manifest"" | Добавить логирование, артефакты и manifests для задачи ""Сгенерировать dataset manifest"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E17-T10,E17,Dataset assembly and manifests,Сгенерировать dataset coverage report,"Реализовать завершенный LEGO-компонент в эпике ""Dataset assembly and manifests"" без скрытых зависимостей и с явными acceptance criteria.",P1,E17-T09,config files; repository state; outputs of previous epics,artifact for сгенерировать dataset coverage report,"Уточнить границы и инварианты для задачи ""Сгенерировать dataset coverage report"" | Реализовать основной функциональный путь для задачи ""Сгенерировать dataset coverage report"" | Добавить логирование, артефакты и manifests для задачи ""Сгенерировать dataset coverage report"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
E18-T01,E18,Split engine and walk-forward validation,Реализовать rolling split generator,"Реализовать завершенный LEGO-компонент в эпике ""Split engine and walk-forward validation"" без скрытых зависимостей и с явными acceptance criteria.",P2,E17-T10,config files; repository state; outputs of previous epics,artifact for реализовать rolling split generator,"Уточнить границы и инварианты для задачи ""Реализовать rolling split generator"" | Реализовать основной функциональный путь для задачи ""Реализовать rolling split generator"" | Добавить логирование, артефакты и manifests для задачи ""Реализовать rolling split generator"" | Покрыть задачу тестами и подготовить acceptance evidence","Код или спецификация добавлены в соответствующий модуль | Все обязательные поля/артефакты сохраняются | Логи, manifests и метрики доступны для ревью | Нет нарушения point-in-time и anti-leakage инвариантов"
